Total vulnerabilidades no vulnnet: 6343
Total vulnerabilidades extraídas: 6700
Acertos: 6101 (96.18%)
Inventadas (no dataset mas não no vulnnet): 599 (8.94%)
Faltantes (no vulnnet mas não no dataset): 242 (3.82%)

--- Inventadas (exemplos) ---
172.30.9.3 | 'favicon.ico' Based Fingerprinting (HTTP) | 1 a mais
172.30.1.4 | Samba DoS Vulnerability (CVE-2020-14383) | Samba DoS Vulnerability (CVE-2020-14383) | 100.0
172.30.1.3 | Samba DoS Vulnerability (CVE-2020-14383) | Samba DoS Vulnerability (CVE-2020-14383) | 100.0
172.30.4.1 | Samba DoS Vulnerability (CVE-2020-14383) | Samba DoS Vulnerability (CVE-2020-14383) | 100.0
172.30.1.4 | Samba Elevation of Privilege Vulnerability (CVE-2022-45141) | Samba Elevation of Privilege Vulnerability (CVE-2022-45141) | 100.0
172.30.1.3 | Samba Elevation of Privilege Vulnerability (CVE-2022-45141) | Samba Elevation of Privilege Vulnerability (CVE-2022-45141) | 100.0
172.30.1.1 | Samba Elevation of Privilege Vulnerability (CVE-2022-45141) | Samba Elevation of Privilege Vulnerability (CVE-2022-45141) | 100.0
172.30.4.1 | Samba Elevation of Privilege Vulnerability (CVE-2022-45141) | Samba Elevation of Privilege Vulnerability (CVE-2022-45141) | 100.0
172.30.1.4 | Samba End of Life (EOL) Detection | Samba End of Life (EOL) Detection | 100.0
172.30.1.3 | Samba End of Life (EOL) Detection | Samba End of Life (EOL) Detection | 100.0
172.30.1.1 | Samba End of Life (EOL) Detection | Samba End of Life (EOL) Detection | 100.0
172.30.4.1 | Samba End of Life (EOL) Detection | Samba End of Life (EOL) Detection | 100.0
172.30.1.4 | Samba File Truncation Vulnerability (CVE-2023-3347) | Samba File Truncation Vulnerability (CVE-2023-3347) | 100.0
172.30.1.3 | Samba File Truncation Vulnerability (CVE-2023-3347) | Samba File Truncation Vulnerability (CVE-2023-3347) | 100.0
172.30.1.1 | Samba File Truncation Vulnerability (CVE-2023-3347) | Samba File Truncation Vulnerability (CVE-2023-3347) | 100.0
172.30.4.1 | Samba File Truncation Vulnerability (CVE-2023-3347) | Samba File Truncation Vulnerability (CVE-2023-3347) | 100.0
172.30.1.1 | Samba Format String Vulnerability | Samba Format String Vulnerability | 100.0
172.30.1.4 | Samba Impersonation Vulnerability (CVE-2022-0336) | Samba Impersonation Vulnerability (CVE-2022-0336) | 100.0
172.30.1.3 | Samba Impersonation Vulnerability (CVE-2022-0336) | Samba Impersonation Vulnerability (CVE-2022-0336) | 100.0
172.30.4.1 | Samba Impersonation Vulnerability (CVE-2022-0336) | Samba Impersonation Vulnerability (CVE-2022-0336) | 100.0
172.30.1.4 | Samba Information Disclosure Vulnerability (CVE-2020-14318) | Samba Information Disclosure Vulnerability (CVE-2020-14318) | 100.0
172.30.1.3 | Samba Information Disclosure Vulnerability (CVE-2020-14318) | Samba Information Disclosure Vulnerability (CVE-2020-14318) | 100.0
172.30.4.1 | Samba Information Disclosure Vulnerability (CVE-2020-14318) | Samba Information Disclosure Vulnerability (CVE-2020-14318) | 100.0
172.30.1.4 | Samba Information Disclosure Vulnerability (CVE-2021-44141) | Samba Information Disclosure Vulnerability (CVE-2021-44141) | 100.0
172.30.1.3 | Samba Information Disclosure Vulnerability (CVE-2021-44141) | Samba Information Disclosure Vulnerability (CVE-2021-44141) | 100.0
172.30.1.1 | Samba Information Disclosure Vulnerability (CVE-2021-44141) | Samba Information Disclosure Vulnerability (CVE-2021-44141) | 100.0
172.30.4.1 | Samba Information Disclosure Vulnerability (CVE-2021-44141) | Samba Information Disclosure Vulnerability (CVE-2021-44141) | 100.0
172.30.1.4 | Samba Information Leak Vulnerability (CVE-2018-14628) | Samba Information Leak Vulnerability (CVE-2018-14628) | 100.0
172.30.1.3 | Samba Information Leak Vulnerability (CVE-2018-14628) | Samba Information Leak Vulnerability (CVE-2018-14628) | 100.0
172.30.4.1 | Samba Information Leak Vulnerability (CVE-2018-14628) | Samba Information Leak Vulnerability (CVE-2018-14628) | 100.0
172.30.1.4 | Samba Man in the Middle Security Bypass Vulnerability (Heimdal) | Samba Man in the Middle Security Bypass Vulnerability (Heimdal) | 100.0
172.30.1.3 | Samba Man in the Middle Security Bypass Vulnerability (Heimdal) | Samba Man in the Middle Security Bypass Vulnerability (Heimdal) | 100.0
172.30.4.1 | Samba Man in the Middle Security Bypass Vulnerability (Heimdal) | Samba Man in the Middle Security Bypass Vulnerability (Heimdal) | 100.0
172.30.1.4 | Samba Memory Disclosure Vulnerability (CVE-2025-9640) | Samba Memory Disclosure Vulnerability (CVE-2025-9640) | 100.0
172.30.1.3 | Samba Memory Disclosure Vulnerability (CVE-2025-9640) | Samba Memory Disclosure Vulnerability (CVE-2025-9640) | 100.0
172.30.4.1 | Samba Memory Disclosure Vulnerability (CVE-2025-9640) | Samba Memory Disclosure Vulnerability (CVE-2025-9640) | 100.0
172.30.1.4 | Samba Missing ACL Vulnerability (CVE-2020-25720) | Samba Missing ACL Vulnerability (CVE-2020-25720) | 100.0
172.30.1.3 | Samba Missing ACL Vulnerability (CVE-2020-25720) | Samba Missing ACL Vulnerability (CVE-2020-25720) | 100.0
172.30.4.1 | Samba Missing ACL Vulnerability (CVE-2020-25720) | Samba Missing ACL Vulnerability (CVE-2020-25720) | 100.0
172.30.1.4 | Samba Multiple DoS Vulnerabilities (CVE-2020-10745, CVE-2020-14303) | Samba Multiple DoS Vulnerabilities (CVE-2020-10745, CVE-2020-14303) | 100.0
172.30.1.3 | Samba Multiple DoS Vulnerabilities (CVE-2020-10745, CVE-2020-14303) | Samba Multiple DoS Vulnerabilities (CVE-2020-10745, CVE-2020-14303) | 100.0
172.30.4.1 | Samba Multiple DoS Vulnerabilities (CVE-2020-10745, CVE-2020-14303) | Samba Multiple DoS Vulnerabilities (CVE-2020-10745, CVE-2020-14303) | 100.0
172.30.4.1 | Samba Multiple Use-after-free Vulnerabilities (CVE-2020-10730, CVE-2020-10760) | Samba Multiple Use-after-free Vulnerabilities (CVE-2020-10730, CVE-2020-10760) | 100.0
172.30.1.4 | Samba Multiple Vulnerabilities (CVE-2019-14861, CVE-2019-14870) | Samba Multiple Vulnerabilities (CVE-2019-14861, CVE-2019-14870) | 100.0
172.30.1.3 | Samba Multiple Vulnerabilities (CVE-2019-14861, CVE-2019-14870) | Samba Multiple Vulnerabilities (CVE-2019-14861, CVE-2019-14870) | 100.0
172.30.4.1 | Samba Multiple Vulnerabilities (CVE-2019-14861, CVE-2019-14870) | Samba Multiple Vulnerabilities (CVE-2019-14861, CVE-2019-14870) | 100.0
172.30.1.4 | Samba Multiple Vulnerabilities (CVE-2019-14902, CVE-2019-14907) | Samba Multiple Vulnerabilities (CVE-2019-14902, CVE-2019-14907) | 100.0
172.30.1.3 | Samba Multiple Vulnerabilities (CVE-2019-14902, CVE-2019-14907) | Samba Multiple Vulnerabilities (CVE-2019-14902, CVE-2019-14907) | 100.0
172.30.4.1 | Samba Multiple Vulnerabilities (CVE-2019-14902, CVE-2019-14907) | Samba Multiple Vulnerabilities (CVE-2019-14902, CVE-2019-14907) | 100.0
172.30.1.4 | Samba Multiple Vulnerabilities (Dec 2022) | Samba Multiple Vulnerabilities (Dec 2022) | 100.0
172.30.1.3 | Samba Multiple Vulnerabilities (Dec 2022) | Samba Multiple Vulnerabilities (Dec 2022) | 100.0
172.30.1.1 | Samba Multiple Vulnerabilities (Dec 2022) | Samba Multiple Vulnerabilities (Dec 2022) | 100.0
172.30.4.1 | Samba Multiple Vulnerabilities (Dec 2022) | Samba Multiple Vulnerabilities (Dec 2022) | 100.0
172.30.1.4 | Samba Multiple Vulnerabilities (Jul 2022) | Samba Multiple Vulnerabilities (Jul 2022) | 100.0
172.30.1.3 | Samba Multiple Vulnerabilities (Jul 2022) | Samba Multiple Vulnerabilities (Jul 2022) | 100.0
172.30.1.1 | Samba Multiple Vulnerabilities (Jul 2022) | Samba Multiple Vulnerabilities (Jul 2022) | 100.0
172.30.4.1 | Samba Multiple Vulnerabilities (Jul 2022) | Samba Multiple Vulnerabilities (Jul 2022) | 100.0
172.30.1.4 | Samba Multiple Vulnerabilities (Jul 2023) | Samba Multiple Vulnerabilities (Jul 2023) | 100.0
172.30.1.3 | Samba Multiple Vulnerabilities (Jul 2023) | Samba Multiple Vulnerabilities (Jul 2023) | 100.0
172.30.1.1 | Samba Multiple Vulnerabilities (Jul 2023) | Samba Multiple Vulnerabilities (Jul 2023) | 100.0
172.30.4.1 | Samba Multiple Vulnerabilities (Jul 2023) | Samba Multiple Vulnerabilities (Jul 2023) | 100.0
172.30.1.4 | Samba Multiple Vulnerabilities (Mar 2023) | Samba Multiple Vulnerabilities (Mar 2023) | 100.0
172.30.1.3 | Samba Multiple Vulnerabilities (Mar 2023) | Samba Multiple Vulnerabilities (Mar 2023) | 100.0
172.30.4.1 | Samba Multiple Vulnerabilities (Mar 2023) | Samba Multiple Vulnerabilities (Mar 2023) | 100.0
172.30.1.4 | Samba Multiple Vulnerabilities (Sep 2022) | Samba Multiple Vulnerabilities (Sep 2022) | 100.0
172.30.1.3 | Samba Multiple Vulnerabilities (Sep 2022) | Samba Multiple Vulnerabilities (Sep 2022) | 100.0
172.30.4.1 | Samba Multiple Vulnerabilities (Sep 2022) | Samba Multiple Vulnerabilities (Sep 2022) | 100.0
172.30.1.4 | Samba Path/Symlink Traversal Vulnerability (CVE-2019-3880) | Samba Path/Symlink Traversal Vulnerability (CVE-2019-3880) | 100.0
172.30.1.3 | Samba Path/Symlink Traversal Vulnerability (CVE-2019-3880) | Samba Path/Symlink Traversal Vulnerability (CVE-2019-3880) | 100.0
172.30.4.1 | Samba Path/Symlink Traversal Vulnerability (CVE-2019-3880) | Samba Path/Symlink Traversal Vulnerability (CVE-2019-3880) | 100.0
172.30.1.4 | Samba Privilege Escalation Vulnerability (CVE-2022-32744) | Samba Privilege Escalation Vulnerability (CVE-2022-32744) | 100.0
172.30.1.3 | Samba Privilege Escalation Vulnerability (CVE-2022-32744) | Samba Privilege Escalation Vulnerability (CVE-2022-32744) | 100.0
172.30.4.1 | Samba Privilege Escalation Vulnerability (CVE-2022-32744) | Samba Privilege Escalation Vulnerability (CVE-2022-32744) | 100.0
172.30.1.4 | Samba RCE Vulnerability (CVE-2021-44142) | Samba RCE Vulnerability (CVE-2021-44142) | 100.0
172.30.1.3 | Samba RCE Vulnerability (CVE-2021-44142) | Samba RCE Vulnerability (CVE-2021-44142) | 100.0
172.30.1.1 | Samba RCE Vulnerability (CVE-2021-44142) | Samba RCE Vulnerability (CVE-2021-44142) | 100.0
172.30.4.1 | Samba RCE Vulnerability (CVE-2021-44142) | Samba RCE Vulnerability (CVE-2021-44142) | 100.0
172.30.1.4 | Samba RCE Vulnerability (SambaCry) | Samba RCE Vulnerability (SambaCry) | 100.0
172.30.1.3 | Samba RCE Vulnerability (SambaCry) | Samba RCE Vulnerability (SambaCry) | 100.0
172.30.4.1 | Samba RCE Vulnerability (SambaCry) | Samba RCE Vulnerability (SambaCry) | 100.0
172.30.1.4 | Samba Security Feature Bypass Vulnerability (CVE-2020-17049) | Samba Security Feature Bypass Vulnerability (CVE-2020-17049) | 100.0
172.30.1.3 | Samba Security Feature Bypass Vulnerability (CVE-2020-17049) | Samba Security Feature Bypass Vulnerability (CVE-2020-17049) | 100.0
172.30.1.1 | Samba Security Feature Bypass Vulnerability (CVE-2020-17049) | Samba Security Feature Bypass Vulnerability (CVE-2020-17049) | 100.0
172.30.4.1 | Samba Security Feature Bypass Vulnerability (CVE-2020-17049) | Samba Security Feature Bypass Vulnerability (CVE-2020-17049) | 100.0
172.30.1.4 | Samba Security Vulnerability (CVE-2019-10218) | Samba Security Vulnerability (CVE-2019-10218) | 100.0
172.30.1.3 | Samba Security Vulnerability (CVE-2019-10218) | Samba Security Vulnerability (CVE-2019-10218) | 100.0
172.30.1.1 | Samba Security Vulnerability (CVE-2019-10218) | Samba Security Vulnerability (CVE-2019-10218) | 100.0
172.30.4.1 | Samba Security Vulnerability (CVE-2019-10218) | Samba Security Vulnerability (CVE-2019-10218) | 100.0
172.30.1.4 | Samba Server 'CVE-2017-14746' Use-after-free Vulnerability | Samba Server CVE-2017-14746 Use-after-free Vulnerability | 98.24561403508771
172.30.1.3 | Samba Server 'CVE-2017-14746' Use-after-free Vulnerability | Samba Server CVE-2017-14746 Use-after-free Vulnerability | 98.24561403508771
172.30.4.1 | Samba Server 'CVE-2017-14746' Use-after-free Vulnerability | Samba Server CVE-2017-14746 Use-after-free Vulnerability | 98.24561403508771
172.30.1.4 | Samba Server 'CVE-2017-15275' Heap Memory Information Leak | Samba Server CVE-2017-15275 Heap Memory Information Leak | 98.24561403508771
172.30.1.3 | Samba Server 'CVE-2017-15275' Heap Memory Information Leak | Samba Server CVE-2017-15275 Heap Memory Information Leak | 98.24561403508771
172.30.4.1 | Samba Server 'CVE-2017-15275' Heap Memory Information Leak | Samba Server CVE-2017-15275 Heap Memory Information Leak | 98.24561403508771
172.30.1.4 | Samba Server 'SMB 1/2/3' MitM Vulnerability (CVE-2017-12150) | Samba Server SMB 1/2/3 MitM Vulnerability (CVE-2017-12150) | 91.52542372881356
172.30.1.3 | Samba Server 'SMB 1/2/3' MitM Vulnerability (CVE-2017-12150) | Samba Server SMB 1/2/3 MitM Vulnerability (CVE-2017-12150) | 91.52542372881356
172.30.4.1 | Samba Server 'SMB 1/2/3' MitM Vulnerability (CVE-2017-12150) | Samba Server SMB 1/2/3 MitM Vulnerability (CVE-2017-12150) | 91.52542372881356
172.30.1.4 | Samba Server 'SMB1' Memory Information Leak Vulnerability (CVE-2017-12163) | Samba Server SMB1 Memory Information Leak Vulnerability (CVE-2017-12163) | 91.78082191780823
172.30.1.3 | Samba Server 'SMB1' Memory Information Leak Vulnerability (CVE-2017-12163) | Samba Server SMB1 Memory Information Leak Vulnerability (CVE-2017-12163) | 91.78082191780823
172.30.1.1 | Samba Server 'SMB1' Memory Information Leak Vulnerability (CVE-2017-12163) | Samba Server SMB1 Memory Information Leak Vulnerability (CVE-2017-12163) | 91.78082191780823
172.30.4.1 | Samba Server 'SMB1' Memory Information Leak Vulnerability (CVE-2017-12163) | Samba Server SMB1 Memory Information Leak Vulnerability (CVE-2017-12163) | 91.78082191780823
172.30.1.4 | Samba Server 'SMB3' MitM Vulnerability (CVE-2017-12151) | Samba Server SMB3 MitM Vulnerability (CVE-2017-12151) | 88.88888888888889
172.30.1.3 | Samba Server 'SMB3' MitM Vulnerability (CVE-2017-12151) | Samba Server SMB3 MitM Vulnerability (CVE-2017-12151) | 88.88888888888889
172.30.4.1 | Samba Server 'SMB3' MitM Vulnerability (CVE-2017-12151) | Samba Server SMB3 MitM Vulnerability (CVE-2017-12151) | 88.88888888888889
172.30.1.4 | Samba Share Escape Vulnerability (CVE-2021-43566) | Samba Share Escape Vulnerability (CVE-2021-43566) | 100.0
172.30.1.3 | Samba Share Escape Vulnerability (CVE-2021-43566) | Samba Share Escape Vulnerability (CVE-2021-43566) | 100.0
172.30.1.1 | Samba Share Escape Vulnerability (CVE-2021-43566) | Samba Share Escape Vulnerability (CVE-2021-43566) | 100.0
172.30.4.1 | Samba Share Escape Vulnerability (CVE-2021-43566) | Samba Share Escape Vulnerability (CVE-2021-43566) | 100.0
172.30.1.1 | Samba Symlink Directory Traversal Vulnerability (Feb 2010) | Samba Symlink Directory Traversal Vulnerability (Feb 2010) | 100.0
172.30.1.4 | Samba Symlink Race Vulnerability (CVE-2021-20316) | Samba Symlink Race Vulnerability (CVE-2021-20316) | 100.0
172.30.1.3 | Samba Symlink Race Vulnerability (CVE-2021-20316) | Samba Symlink Race Vulnerability (CVE-2021-20316) | 100.0
172.30.1.1 | Samba Symlink Race Vulnerability (CVE-2021-20316) | Samba Symlink Race Vulnerability (CVE-2021-20316) | 100.0
172.30.4.1 | Samba Symlink Race Vulnerability (CVE-2021-20316) | Samba Symlink Race Vulnerability (CVE-2021-20316) | 100.0
172.30.1.4 | Samba Unspecied Vulnerability (CVE-2021-3670) | Samba Unspecified Vulnerability (CVE-2021-3670) | 97.82608695652173
172.30.1.3 | Samba Unspecied Vulnerability (CVE-2021-3670) | Samba Unspecified Vulnerability (CVE-2021-3670) | 97.82608695652173
172.30.4.1 | Samba Unspecied Vulnerability (CVE-2021-3670) | Samba Unspecified Vulnerability (CVE-2021-3670) | 97.82608695652173
172.30.1.4 | Samba ZeroLogon Vulnerability (CVE-2020-1472) | Samba ZeroLogon Vulnerability (CVE-2020-1472) | 100.0
172.30.1.3 | Samba ZeroLogon Vulnerability (CVE-2020-1472) | Samba ZeroLogon Vulnerability (CVE-2020-1472) | 100.0
172.30.4.1 | Samba ZeroLogon Vulnerability (CVE-2020-1472) | Samba ZeroLogon Vulnerability (CVE-2020-1472) | 100.0
172.30.7.1 | security.txt Detection (HTTP) | security.txt Detection (HTTP) | 100.0
172.30.1.4 | Sensitive File Disclosure (HTTP) | Sensitive File Disclosure (HTTP) | 100.0
172.30.1.3 | Sensitive File Disclosure (HTTP) | Sensitive File Disclosure (HTTP) | 100.0
172.31.1.24 | Service Detection (3 ASCII digit codes like FTP, SMTP, NNTP...) | Service Detection (3 ASCII digit codes like FTP, SMTP, NNTP...) | 100.0
172.30.17.1 | Service Detection (3 ASCII digit codes like FTP, SMTP, NNTP...) | Service Detection (3 ASCII digit codes like FTP, SMTP, NNTP...) | 100.0
172.30.1.1 | Service Detection with 'BINARY' Request | Service Detection with BINARY Request | 97.36842105263158
172.30.14.5 | Service Detection with 'GET' Request | Service Detection with GET Request | 85.71428571428572
172.31.1.64 | Service Detection with 'GET' Request | Service Detection with GET Request | 85.71428571428572
172.30.1.4 | Service Detection with 'GET' Request | Service Detection with GET Request | 85.71428571428572
172.30.1.4 | Service Detection with 'GET' Request | Service Detection with GET Request | 85.71428571428572
172.31.1.102 | Service Detection with 'GET' Request | Service Detection with GET Request | 85.71428571428572
172.31.1.102 | Service Detection with 'GET' Request | Service Detection with GET Request | 85.71428571428572
172.31.1.32 | Service Detection with 'GET' Request | Service Detection with GET Request | 85.71428571428572
172.30.14.4 | Service Detection with 'GET' Request | Service Detection with GET Request | 85.71428571428572
172.31.1.33 | Service Detection with 'GET' Request | Service Detection with GET Request | 85.71428571428572
172.31.1.61 | Service Detection with 'GET' Request | Service Detection with GET Request | 85.71428571428572
172.31.1.107 | Services | Services | 100.0
172.31.1.107 | Services | Services | 100.0
172.30.39.1 | Services | Services | 100.0
172.30.39.1 | Services | Services | 100.0
172.31.1.90 | Services | Services | 100.0
172.31.1.90 | Services | Services | 100.0
172.31.1.90 | Services | Services | 100.0
172.30.40.1 | Services | Services | 100.0
172.30.7.1 | Services | Services | 100.0
172.30.7.1 | Services | Services | 100.0
172.31.1.15 | Services | Services | 100.0
172.30.9.3 | Services | Services | 100.0
172.30.9.3 | Services | Services | 100.0
172.30.48.1 | Services | Services | 100.0
172.31.1.35 | Services | Services | 100.0
172.31.1.35 | Services | Services | 100.0
172.31.1.100 | Services | Services | 100.0
172.31.1.100 | Services | Services | 100.0
172.31.1.100 | Services | Services | 100.0
172.31.1.100 | Services | Services | 100.0
172.31.1.100 | Services | Services | 100.0
172.31.1.100 | Services | Services | 100.0
172.31.1.84 | Services | Services | 100.0
172.31.1.85 | Services | Services | 100.0
172.30.14.5 | Services | Services | 100.0
172.31.1.64 | Services | Services | 100.0
172.31.1.64 | Services | Services | 100.0
172.31.1.65 | Services | Services | 100.0
172.30.10.2 | Services | Services | 100.0
172.30.10.2 | Services | Services | 100.0
172.31.1.97 | Services | Services | 100.0
172.30.6.4 | Services | Services | 100.0
172.31.1.57 | Services | Services | 100.0
172.31.1.57 | Services | Services | 100.0
172.31.1.55 | Services | Services | 100.0
172.31.1.55 | Services | Services | 100.0
172.31.1.24 | Services | Services | 100.0
172.31.1.24 | Services | Services | 100.0
172.31.1.24 | Services | Services | 100.0
172.31.1.24 | Services | Services | 100.0
172.31.1.24 | Services | Services | 100.0
172.31.1.24 | Services | Services | 100.0
172.31.1.56 | Services | Services | 100.0
172.31.1.56 | Services | Services | 100.0
172.31.1.56 | Services | Services | 100.0
172.31.1.56 | Services | Services | 100.0
172.30.19.2 | Services | Services | 100.0
172.30.9.4 | Services | Services | 100.0
172.30.9.4 | Services | Services | 100.0
172.30.9.4 | Services | Services | 100.0
172.30.9.4 | Services | Services | 100.0
172.30.1.4 | Services | Services | 100.0
172.30.1.4 | Services | Services | 100.0
172.30.1.4 | Services | Services | 100.0
172.30.1.4 | Services | Services | 100.0
172.30.1.4 | Services | Services | 100.0
172.30.1.4 | Services | Services | 100.0
172.30.1.4 | Services | Services | 100.0
172.31.1.9 | Services | Services | 100.0
172.31.1.9 | Services | Services | 100.0
172.31.1.10 | Services | Services | 100.0
172.30.6.3 | Services | Services | 100.0
172.30.7.2 | Services | Services | 100.0
172.30.7.2 | Services | Services | 100.0
172.30.7.2 | Services | Services | 100.0
172.30.7.2 | Services | Services | 100.0
172.31.1.73 | Services | Services | 100.0
172.30.2.2 | Services | Services | 100.0
172.30.2.2 | Services | Services | 100.0
172.30.2.2 | Services | Services | 100.0
172.30.8.4 | Services | Services | 100.0
172.30.8.4 | Services | Services | 100.0
172.30.8.4 | Services | Services | 100.0
172.30.8.4 | Services | Services | 100.0
172.31.1.74 | Services | Services | 100.0
172.31.1.74 | Services | Services | 100.0
172.31.1.22 | Services | Services | 100.0
172.31.1.22 | Services | Services | 100.0
172.31.1.22 | Services | Services | 100.0
172.31.1.22 | Services | Services | 100.0
172.31.1.20 | Services | Services | 100.0
172.31.1.21 | Services | Services | 100.0
172.31.1.49 | Services | Services | 100.0
172.31.1.48 | Services | Services | 100.0
172.30.50.3 | Services | Services | 100.0
172.30.50.1 | Services | Services | 100.0
172.31.1.67 | Services | Services | 100.0
172.31.1.68 | Services | Services | 100.0
172.30.1.3 | Services | Services | 100.0
172.30.1.3 | Services | Services | 100.0
172.30.1.3 | Services | Services | 100.0
172.30.1.3 | Services | Services | 100.0
172.31.1.96 | Services | Services | 100.0
172.31.1.27 | Services | Services | 100.0
172.31.1.27 | Services | Services | 100.0
172.30.32.1 | Services | Services | 100.0
172.30.32.1 | Services | Services | 100.0
172.31.1.94 | Services | Services | 100.0
172.31.1.30 | Services | Services | 100.0
172.30.14.3 | Services | Services | 100.0
172.30.14.3 | Services | Services | 100.0
172.31.1.31 | Services | Services | 100.0
172.31.1.31 | Services | Services | 100.0
172.31.1.31 | Services | Services | 100.0
172.30.32.2 | Services | Services | 100.0
172.31.1.25 | Services | Services | 100.0
172.31.1.26 | Services | Services | 100.0
172.31.1.93 | Services | Services | 100.0
172.31.1.11 | Services | Services | 100.0
172.31.1.11 | Services | Services | 100.0
